objectid,sort_id,internet_archive_link,wacz_download_link,pdf_download_link,live_web_link,filename,capture_timeframe,youtubeid,vimeoid,title,publisher,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,rights_blanket,field_test_1,field_test_2,field_test_3
mtzfubs_webarchive_068,68,https://web.archive.org/web/20170427232354/https://georgetownmetropolitan.com/2017/04/13/mt-zion-cemetery-gets-some-tlc/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_068.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_068.pdf,https://georgetownmetropolitan.com/2017/04/13/mt-zion-cemetery-gets-some-tlc/,mtzfubs_webarchive_068.jpg,,,,Mt. Zion Cemetery Gets Some TLC,The Georgetown Metropolitan,,2017-04-13,"This article from The Georgetown Metropolitan talks about a 2017 community cleanup at the Mount Zion Cemetery, which saw neighbors, students, and elected officials work together to remove debris to stabilize the site. This article reflects broader efforts to care for the cemeteries as essential pieces of Georgetown's Black history.",Community Engagement; Preservation; Community Event,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_068,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_069,69,https://web.archive.org/web/20240424030509/https://www.sistersletter.com/culture/why-are-black-burial-grounds-disappearing-across-america,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_069.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_069.pdf,https://www.sistersletter.com/culture/why-are-black-burial-grounds-disappearing-across-america,mtzfubs_webarchive_069.jpg,,,,Why Are Black Burial Grounds Disappearing Across America?,Sisters from AARP,Lottie L. Joiner,2024-02-22,"This article from Sistersletter profiles Lisa Fager's work to preserve the Mount Zion and Female Union Band Society Cemeteries. It places this work within a broader national movement led by Black women to protect African-American burial grounds from neglect, development, and historical erasure.",Preservation; Community Leadership; Lisa Fager,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_069,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_070,70,https://web.archive.org/web/20190515123230/https://www.georgetowndcblog.com/blog/thornellpage,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_070.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_070.pdf,https://www.georgetowndcblog.com/blog/thornellpage,mtzfubs_webarchive_070.jpg,,,,‘I Think People & Communities Without Privilege Are At Risk’,byGeorge,Georgetown Business Improvement District,2018-01-18,"This blog post from the Georgetown Business Improvement District (BID) features Dr. Thornell Page's leadership in the effort to restore the Mount Zion and Female Union Band Society Cemeteries. It recounts the history of neglect, real estate threats, and community-driven preservation. efforts. It also frames the cemeteries as critical sites for broader conversations about privilege, displacement, and historical memory.",Blogpost; Preservation; Community Leadership; Black Georgetown,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_070,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_071,71,https://web.archive.org/web/20220517172515/https://washingtoncitypaper.com/article/556571/voices-of-zion-bring-back-black-georgetown/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_071.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_071.pdf,https://washingtoncitypaper.com/article/556571/voices-of-zion-bring-back-black-georgetown/,mtzfubs_webarchive_071.jpg,,,,Voices of Zion Bring Back Black Georgetown,The Washington City Paper,Ambar Castillo,2022-05-17,"This article from the Washington City Paper examines Voice of Zion, an opera staged at Dumbarton United Methodist Church that draws on oral histories, archival research, and community storytelling to revive and honor erased histories.",Community Arts; Dumbarton United Methodist church; Public History,Dumbarton United Methodist Church; Black Georgetown,,,,mtzfubs_webarchive_071,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_072,72,https://web.archive.org/web/20210225220254/https://wjla.com/features/black-history-month/push-to-preserve-georgetowns-historic-black-cemetery-underground-railroad-stop-mount-zion-methodist-church-and-female-union-band-cemetery,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_072.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_072.pdf,https://wjla.com/features/black-history-month/push-to-preserve-georgetowns-historic-black-cemetery-underground-railroad-stop-mount-zion-methodist-church-and-female-union-band-cemetery,mtzfubs_webarchive_072.jpg,,,,The push to preserve Georgetown's historic Black cemetery and Underground Railroad stop,ABC7,Sam Ford,2021-02-25,"This article from WJLA reports on efforts by Lisa Fager, Neville Waters, and others to preserve the Mount Zion and Female Union Band Society Cemeteries. It emphasizes the site's ties to the Underground Railroad, the personal family histories buried there, and the challenges faced by the site's stewards in preserving it.",Lisa Fager; Neville Waters; Family Histories; Underground Railroad,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_072,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_073,73,https://web.archive.org/web/20200930053348/https://georgetownmetropolitan.com/2020/08/05/students-collaborate-to-research-history-of-those-buried-at-mt-zion-cemetery/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_073.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_073.pdf,https://georgetownmetropolitan.com/2020/08/05/students-collaborate-to-research-history-of-those-buried-at-mt-zion-cemetery/,mtzfubs_webarchive_073.jpg,,,,Students Collaborate to Research History of Those Buried at Mt. Zion Cemetery,The Georgetown Metropolitan,,2020-08-05,"This article from the Georgetown Metropolitan describes a 2020 summer project where middle school, high school, and college students collaborated with the Mount Zion-Female Union Band Society Cemeteries stewards and Eagle Eye Tutoring to research, document, and preserve the histories of those buried at the cemeteries.",Student Research; Preservation; Community Initiatives,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_073,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_074,74,https://web.archive.org/web/20250403095058/https://loc.getarchive.net/amp/media/mount-zion-cemetery-female-union-band-cemetery-bounded-by-27th-street-right-10,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_074.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_074.pdf,https://loc.getarchive.net/amp/media/mount-zion-cemetery-female-union-band-cemetery-bounded-by-27th-street-right-10,mtzfubs_webarchive_074.jpg,,,,"Mount Zion Cemetery/ Female Union Band Cemetery, Bounded by 27th Street right-of-way N.W. (formerly Lyons Mill Road), Q Street N.W., & Mill Road N.W., Washington, District of Columbia, DC",GetArchive,,2025,"This page from GetArchive mirrors a Historic American Landscapes Survey (HALS DC-15) entry for the Mount Zion and Female Union Band Society Cemeteries. The survey records their architectural and cultural significance as some of Washington, D.C.'s oldest surviving African-American burial grounds. It also includes formal recognition from the National Register of Historic Places.",History Surveys; Preservation; National Register of Historic Places; Mirror,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_074,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_075,75,https://web.archive.org/web/20240221071406/https://www.newmusictheatre.org/dcemancipationandthevote,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_075.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_075.pdf,https://www.newmusictheatre.org/dcemancipationandthevote,mtzfubs_webarchive_075.jpg,,,,DC Emancipation and The Vote,Alliance for New Music-Theatre,,2022-04-06,"This page from the New Music-Theatre introduces ""DC Emancipation and the Vote,"" a new site specific opera inspired by Voices of Zion. It weaves together the stories of African-American leaders buried at Mount Zion and Female Union Band society Cemeteries to highlight Georgetown's role in emanicpation, voting rights, and Black civic life.",Community Arts; Public History; DC Emancipation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_075,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_076,76,https://web.archive.org/web/20230207143416/https://africanamericanheritagesites.stqry.app/en/story/55564,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_076.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_076.pdf,https://africanamericanheritagesites.stqry.app/en/story/55564,mtzfubs_webarchive_076.jpg,,,,Mount Zion Cemetery,Stqry,,,"This page from the African-American Heritage Sites app profiles Mount Zion and the Female Union Band Society Cemeteries as the oldest majority Black burial grounds in the District of Columbia. It emphasizes their origins in the early 19th century, their significance to Georgetown's free and enslaved African-American communities, as well as their survival through decades of neglect.",Preservation; African-American Burial Grounds,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_076,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_077,77,https://web.archive.org/web/20250403095131/https://vimeo.com/user218666561,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_077.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_077.pdf,https://vimeo.com/user218666561,mtzfubs_webarchive_077.jpg,,,,Black Georgetown Foundation,Vimeo,Black Georgetown Foundation,2025,This vimeo profile page depicts a portion of the social media engagement undertaken by the Black Georgetown Foundation in order to spread the stories of the cemeteries online.,Public Engagement; Black Georgetown Foundation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_077,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_078,78,https://web.archive.org/web/20250403095132/https://patch.com/district-columbia/washingtondc/calendar/event/20250118/b4e1d4c8-1338-4d38-85e5-976ec43c76ce/history-of-black-georgetown-walking-tour,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_078.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_078.pdf,https://patch.com/district-columbia/washingtondc/calendar/event/20250118/b4e1d4c8-1338-4d38-85e5-976ec43c76ce/history-of-black-georgetown-walking-tour,mtzfubs_webarchive_078.jpg,,,,History of Black Georgetown Walking Tour,Patch Media,Katie Kirkpatrick,2025-01-18,"This event listing promotes ""The History of Black Georgetown Walking Tour,"" a 2.5 hour guided experience highlighting the overlooked stories of Georgetown's African-American community. Their tour caps off with a walkthrough of the Mount Zion and Female Union Band Society Cemeteries, with part of the proceeds benefitting the site stewards (The Black Georgetown Foundation).",Tourism; Partnerships; Black Georgetown; Public History,Mount Zion & Female Union Band Society Cemeteries; Black Georgetown,,,,mtzfubs_webarchive_078,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_079,79,https://web.archive.org/web/20220610150436/https://www.newsecuritybeat.org/2022/06/reclaiming-community-identity-opera-voices-zion/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_079.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_079.pdf,https://www.newsecuritybeat.org/2022/06/reclaiming-community-identity-opera-voices-zion/,mtzfubs_webarchive_079.jpg,,,,Reclaiming Community Identity through Opera: Voices of Zion,New Security Beat,Blair A. Ruble,2022-06-10,"This article from New Security Beat explores Voices of Zion, a site specific performance that uses music, oral history, and research to bring to life the buried stories of Black Georgetown. It centers on those interred at Mount Zion and Female Union Band Society Cemeteries and confronts the long history of displacement, erasure, and neglect in Washington, D.C.",Public History; Community Arts; Voices of Zion,Theatre Washington; Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_079,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_080,80,https://web.archive.org/web/20181226232710/https://gwtoday.gwu.edu/getting-know-dmv-georgetown,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_080.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_080.pdf,https://gwtoday.gwu.edu/getting-know-dmv-georgetown,mtzfubs_webarchive_080.jpg,,,,Getting to Know the DMV: Georgetown,The George Washington University,GW Today,2022-09-21,This GW Today article introduces readers to Georgetown's history and attractions. It highlights the Mount Zion United Methodist Church and the adjoining Mount Zion-Female Union Band Society Cemeteries as important sites on the Georgetown African American Heritage Trail.,Georgetown African American Heritage Trail; Black Georgetown,African-American Heritage Trail; Black Georgetown,,,,mtzfubs_webarchive_080,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_081,81,https://web.archive.org/web/20240708023225/https://www.thegeorgetowndish.com/articles/history-black-georgetown-walking-tour,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_081.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_081.pdf,https://www.thegeorgetowndish.com/articles/history-black-georgetown-walking-tour,mtzfubs_webarchive_081.jpg,,,,History of Black Georgetown Walking Tour,The Georgetown Dish,,2024-07-07,"This article from The Georgetown Dish promotes an upcoming walking tour hosted by Off the Mall Tours, focused on uncovering the overlooked African American history of Georgetown, culminating with a visit to Mount Zion and Female Union Band Society Cemeteries.",Public History; Tourism; Black Georgetown,Mount Zion & Female Union Band Society Cemeteries; Black Georgetown,,,,mtzfubs_webarchive_081,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_082,82,https://web.archive.org/web/20210414210056/https://www.soulofamerica.com/us-cities/washington-dc/washington-dc-historic-sites/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_082.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_082.pdf,https://www.soulofamerica.com/us-cities/washington-dc/washington-dc-historic-sites/,mtzfubs_webarchive_082.jpg,,,,Washington DC Historic Sites,Soul of America,,2021,"This page from Soul of America highlights important African-American historic sites in Washington, D.C., including the Mount Zion and Female Union Band Society Cemeteries. It frames them as critical landmarks that were nearly lost to urban renewal before being saved through community action in the 1970s.",Georgetown History; Community History,Georgetown,,,,mtzfubs_webarchive_082,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_083,83,https://web.archive.org/web/20230623080543/https://www.wusa9.com/article/news/local/black-history/a-7-year-old-girls-gravesite-is-burned-at-a-historic-black-cemetery-in-georgetown-dc/65-00f460b8-900c-4e6a-8df1-9d685c55df91,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_083.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_083.pdf,https://www.wusa9.com/article/news/local/black-history/a-7-year-old-girls-gravesite-is-burned-at-a-historic-black-cemetery-in-georgetown-dc/65-00f460b8-900c-4e6a-8df1-9d685c55df91,mtzfubs_webarchive_083.jpg,,,,Young girl's gravesite burned at historic Black cemetery in Georgetown,WUSA9,Rafael Sanchez-Cruz,2023-06-22,"This article from WUSA9 reports on the burning of Nannie's gravesite at the Female Union Band Society Cemetery. This act, as noted by preservation leaders like Lisa Fager, appeared to be an intentional act of desecration. This article highlights the ongoing challenges in protecting historic Black burial grounds in America.",Gravesite Desecration; Nannie; Black Georgetown Foundation; Juneteenth,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_083,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_084,84,https://web.archive.org/web/20190515115711/https://www.georgetowndcblog.com/blog/monicaroache,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_084.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_084.pdf,https://www.georgetowndcblog.com/blog/monicaroache,mtzfubs_webarchive_084.jpg,,,,'I Use My Platform To Share Our Stories',byGeorge,Georgetown Business Improvement District,2017-04-20,This profile of native Georgetowner Monica Roache talks about a vivid story of a descendant of Black Georgetown and mentions her involvement with the Mt. Zion and Female Union Band Society cemeteries as a volunteer.,Monica Roache; Black Georgetown; Family Histories,Mount Zion & Female Union Band Society Cemeteries; Black Georgetown,,,,mtzfubs_webarchive_084,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_085,85,https://web.archive.org/web/20230201184819/https://dcpreservation.org/wp-content/uploads/2023/01/Georgetown_Brochure_0.pdf,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_085.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_085.pdf,https://dcpreservation.org/wp-content/uploads/2023/01/Georgetown_Brochure_0.pdf,mtzfubs_webarchive_085.jpg,,,,Georgetown Historic District,DC Preservation League,Tanya Edwards Beauchamp,1998,"This brochure, hosted by the DC Preservation League, highlights historic sites in Georgetown. It includes the Mount Zion and Female Union Band Society Cemeteries, framing them within broader efforts to preserve African-American heritage and local architecture. This is one of the oldes websites included in the collection, and provides a valuable perspective of the perception of the cemeteries in the late 1990s.",Preservation; DC Preservation League; Georgetown History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_085,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_086,86,https://web.archive.org/web/20230613134949/https://savingplaces.org/stories/2023-action-fund-grant-recipients,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_086.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_086.pdf,https://savingplaces.org/stories/2023-action-fund-grant-recipients,mtzfubs_webarchive_086.jpg,,,,$3.8M in Action Fund Grants Help Protect 40 African American Historic Sites,National Trust for Historic Preservation,,2023-06-13,"This page from the National Trust for Historic Preservation announces the 2023 African-American Cultural Heritage Action Fund grant recipients. This grant awarded $3.8 million to 40 sites nationwide, including the Mt. Zion and Female Union Band Society Cemeteries under the national program.",Funding; Grants; Preservation; Black Georgetown Foundation; African-American Burial Grounds,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_086,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_087,87,https://web.archive.org/web/20231207193816/https://www.blackenterprise.com/preserve-americas-black-cemeteries/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_087.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_087.pdf,https://www.blackenterprise.com/preserve-americas-black-cemeteries/,mtzfubs_webarchive_087.jpg,,,,Neglected And Desecrated: A Call To Preserve America's Black Cemeteries,Black Enterprise,Black Enterprise Editors,2023-09-29,"This article from Black Enteprise profiles three women (Margot Williams, Lisa Fager, and Yamona Pierce) who are leading preservation efforts for Black cemeteries across the country. It highlights their personal connections to sites in the District of Columbia, Georgia, and Texas, while calling for greater national attention to the ongoing neglect of historic African-American burial grounds.","Lisa Fager; Margot Williams; Yamona Pierce, Community Leadership; Preservation",Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_087,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_088,88,https://web.archive.org/web/20241203025706/https://www.partnersforhistoricaljustice.com/blog/honoring-the-memory-of-frances-poindexter-of-georgetown,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_088.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_088.pdf,https://www.partnersforhistoricaljustice.com/blog/honoring-the-memory-of-frances-poindexter-of-georgetown,mtzfubs_webarchive_088.jpg,,,,Honoring the Memory of Frances Poindexter of Georgetown,"Partners For Historical Justice, LLC",Mark Auslander,2024-08-24,"This blogpost from Partners for Historical Justice is a recounting of the story of Frances Poindexter, who was a 19th century African-American resident of Georgetown. His long lost headstone was recently returned to Mount Zion-Female Union Band Society Cemetery after decades of absence. This webpage honors her life, her families ties, and presence in local community records.",Family Histories; Preservation; Black Georgetown,Mount Zion & Female Union Band Society Cemeteries; Black Georgetown,,,,mtzfubs_webarchive_088,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_089,89,https://web.archive.org/web/20211016152214/https://afro.com/district-students-uncover-forgotten-black-past-at-georgetown-cemetery/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_089.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_089.pdf,https://afro.com/district-students-uncover-forgotten-black-past-at-georgetown-cemetery/,mtzfubs_webarchive_089.jpg,,,,District Students Uncover Forgotten Black Past at Georgetown Cemetery,AFRO American Newspapers,Gregory Dale,2011-11-11,"This article from the AFRO describes a student-led project that took place in 2011, where D.C. middle and high school students researched and documented the history of the cemeteries. Guided by professional scholars, they sought to more deeply uncover the lives of the African-American residents buried there by creating a documentary. Their film ""We Are Not Afraid to Make History!"", premiered at the African-American Civil War Museum in Washington, D.C.",Student Research; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_089,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
